trial_number,state,value,proxy_value,n_params,duration_sec,base_learning_rate,weight_decay,label_smoothing,dice_weight
38,COMPLETE,0.9281051754951477,0.9281051754951477,4,1116.147807,4.524653319319273e-05,0.00011418752912223883,0.13617664077884828,0.1482339860395313
39,PRUNED,,0.919137716293335,4,590.66634,0.00011421336733299564,1.427868286716628e-05,0.12566162404580813,0.5846212267927993
40,PRUNED,,0.9221438765525818,4,599.314946,7.960627959642895e-05,3.955642782354524e-05,0.10517313869126603,0.420527263465353
41,COMPLETE,0.9279836416244507,0.9279836416244507,4,1116.106228,2.1167118978224444e-05,5.6974157546978807e-05,0.14743051050661862,0.23235407477850178
42,COMPLETE,0.9272341728210449,0.9272341728210449,4,1115.528693,1.5376300715369394e-05,0.00010270713981885962,0.1537483047403628,0.2222074383826537
43,PRUNED,,0.9236836433410645,4,597.414771,2.629373684131669e-05,1.8609803489573772e-05,0.14158753915187075,0.023605044317436347
44,PRUNED,,0.250610888004303,4,592.298317,0.002100656008819109,0.00021315711586908639,0.11957760761304612,0.09389349472137923
45,PRUNED,,0.9202954769134521,4,600.123198,1.2082689605110343e-05,4.355360503724693e-05,0.17531969449114418,0.7191676201492038
46,PRUNED,,0.9237743616104126,4,593.322619,3.55205407381211e-05,1.0768724713171067e-05,0.08161355516765798,0.3554918741462295
47,PRUNED,,0.9224705696105957,4,592.630873,6.54497866907152e-05,0.0005640333502022514,0.1311794827684531,0.20014013212290113
48,PRUNED,,0.9196375608444214,4,600.006322,0.00011984881280590939,8.215049317567034e-05,0.15430701198252858,0.2863943893601427
49,PRUNED,,0.9226840138435364,4,599.417602,2.5327283690379785e-05,3.995720604498344e-05,0.03160743045224245,0.13808952731294652
50,COMPLETE,0.9280245304107666,0.9280245304107666,4,1117.189374,4.3905899784352895e-05,0.00013594192496972656,0.16934581208234875,0.25304406244603156
51,COMPLETE,0.9283984899520874,0.9283984899520874,4,1115.758254,7.232281175792229e-05,0.0037121484332224845,0.19288086179894304,0.13477633038399944
52,PRUNED,,0.2506115138530731,4,597.609226,0.009631409557476097,0.004065704332671741,0.1829334010231416,0.16278638393521655
53,COMPLETE,0.9287439584732056,0.9287439584732056,4,1116.570258,7.20668058004377e-05,0.0020827847472809436,0.18854625500316574,0.07853506283863429
54,COMPLETE,0.9283000230789185,0.9283000230789185,4,1114.990248,5.6664141612897595e-05,2.2607463918046518e-05,0.17179442796360297,0.005463905767665089
55,PRUNED,,0.9225542545318604,4,592.15673,3.2982711007141194e-05,0.0016339496339857172,0.16017286673907905,0.07943013883778863
56,PRUNED,,0.9182796478271484,4,599.958442,0.00021610929457580212,0.00036608042810515036,0.1831028494217946,0.9600673023884738
57,PRUNED,,0.9233480095863342,4,599.950426,9.56721059850384e-05,0.002486092170508773,0.15114391545248385,0.039158898601228787
58,PRUNED,,0.920975923538208,4,600.908461,5.277978884447741e-05,0.0010438347187512731,0.053714091019490776,0.1983550786353237
59,PRUNED,,0.9074336290359497,4,595.230696,0.0008756671878724539,1.1716935607798687e-05,0.13575093342108313,0.10626901822748343
